"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
207,"1",2010,NA,NA,NA,"No, no cuento con nadie más","si","13","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",5,"Sí, creo que necesita alguna mejora.","Garantizar el mismo puesto de trabajo, lugar y horario a la vuelta.",4,"Sí, creo que necesita alguna mejora.","Facilitar horas de trabajo desde casa, mayor flexibilidad horaria, en especial alargando la jornada de verano en niños menores de 12, promover la jornada intensiva","Fui una privilegiada","Sé de otras compañeras en el puesto actual que tras la vuelta han sido cambiadas de centro de trabajo, relegadas a tareas sin importancia a modo de castigo por""abusar"" de las excedencias, incluso siendo las jefas mujeres. La excedencia y cuidado a tiempo completo de los hijos no está valorado. La gente siente que no haces nada de importancia, que no eres productiva y presiona para que te incorpores.",1975,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","otros: Funcionaria de carrera","Entre 25.001 y 30.000 euros ","new"
208,"2",2010,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","8","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","otros: Hubo gente que no que consideran que es un privilegio ","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de puesto","Realicé trabajos de menor responsabilidad ","otros: Estoy en otra empresa ",5,"Sí, creo que necesita alguna mejora.","Ayudas económicas ",4,"Sí, creo que necesita alguna mejora.","Las trabajadoras con reducción de jornada por cuidado de hijos no están igual de valoradas, trabando ras de segunda que consideran que su crecimiento profesional ha acabado ","Satisfacción preocupación felicidad","",1980,"Mujer","Separado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Temporal","Prefiero no contestar","new"
209,"1",2014,NA,NA,NA,"No, no cuento con nadie más","si","1 mes","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Sentía que mi puesto de trabajo estaba asegurado",NA,"","no","No aplica","Flexibilidad de horario","Reducción de jornada",NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de puesto","Realicé la misma actividad que antes de la excedencia ","",1,"Sí, creo que necesita alguna mejora.","Que sea remunerada",1,"Sí, creo que necesita alguna mejora.","Alargar el permiso de maternidad hasta los 12 meses","Es un lujo que lamentablemente muy pocas familias se pueden permitir y, como mínimo, durante el tiempo que el bebé es exclusivamente lactante necesita tener siempre a su madre ","Es inaceptable que el hecho de optar por la excedencia suponga que otros derechos (vacaciones, permisos, antigüedad, cotización...) se vean mermados",1975,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
210,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","3 meses","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","otros: Aun estoy de excedencia",6,"No, considero que funciona bien.","",4,"Sí, creo que necesita alguna mejora.","Facilitar la conciliacion laboral (horarios fijos,posibilidad de juntar la jornada en varios dias seguidos y el resto de la semana librar...)","Experiencia maravillosa,muy gratificante y plena","",1986,"Mujer","Soltero/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
211,"1",2015,NA,NA,NA,"otros: Una mamá de día unas horas por la mañana","si","1 año (posiblemente sean 2, aún estoy de excedencia)","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Salud de mi hija, se enfermaba continuamente en la guardería, desde los 9 meses hasta el año, que es cuando cogí la excedencia porque no podía más. Después detectaron una anemia muy fuerte, luego tuvo un virus...dos ingresos hospitalarios",NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","La reduccion de jornada no significa reduccion de competencias ni de trabajo, sino se contrata a alguien para.cubrirlo, como fue mi caso, no es viable a largo plazo","Reducción de jornada",NA,"otros: Inicialmente yo dije que me iba, no pedí excedencia, la respuesta fue hostil...criticas/consejos a mi como mujer o mi futuro...me propusieron excedencia y acepte","Comprensión","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Sí, por cuenta propia","La excedencia no ha acabado aún","otros: Sigo de excedencia","",3,"otros: Debería haber alguna ayuda o exención para las que tenemos que trabajar como autonomas porque con un sueldo nos es imposible vivir","Deberia ponerse en valor la experiencia y el aprendizaje durante el periodo de cuidadi de hijos como.un plus a la hora de volver a trabajar por cuenta ajena, hoy por hoy, los empleadores lo ven como tiempo perdido",2,"Sí, creo que necesita alguna mejora.","Deberia ayudarse mediante incentivos a familias y empleadores para lograr poner en valor el cuidado de hijos. Ofrecer opciones de excedencia, flexibilidad de horarios, trabajar desde casa, reduccion real de jornada (es decir con reduccion de trabajo y competencias) como opciones normales ","El esfuerzo y el riesgo lo asumimos unicamente las familias","No deberiamos perder los beneficios de cotizacion de nuestro puesto por vernos obligadas a trabajar como autonomas para sobrevivir",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","Indefinido","Entre 25.001 y 30.000 euros ","new"
212,"2",2015,2017,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","5 semanas","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",2,"Sí, creo que necesita alguna mejora.","No obligar a un tiempo mínimo entre una excedencia y otra",5,"Sí, creo que necesita alguna mejora.","Por ejemplo, no tener que recuperar tiempo en el trabajo si acompañas a los niños al médico. Aunque hayas agotado los permisos por lactancia, si aún necesitas extraer leche, disponer de un sitio en el trabajo adecuado y tranquilo, no los cuartos de baño. ","Corta, enriquecedora, agotadora","",1980,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
213,"1",2012,NA,NA,NA,"otros: Los abuelos en momentos muy contados, nada habitual","si","4","","","otros: Mi peque fue prematuro y el primer año fue complicado en cuanto a enfermedades como bronquitis y otitis",NA,NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"No, considero que funciona bien.","",6,"otros: Simplemente si las bajas de maternidad fueran más largas pensando en el bienestar de los niñ@s tal vez no habría que cogerse excedencias","","Maravillosa pero dura económicamente","",1979,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Menos de 15.000 euros ","new"
214,"1",2013,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","36","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"otros: Aumentaría un año, sin que te cambiarán tu puesto de trabajo, poder cobrar algo los primeros años","Ayudas económicas",3,"Sí, creo que necesita alguna mejora.","Dar más ayudas económicas, para poder pedir y disfrutar de la excedencia","Maravillosa, irrepetible, si pudiera la alargaría más","",1977,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
215,"1",2007,NA,NA,NA,"No, no cuento con nadie más","si","12 meses","","","No contaba con ayuda externa de familiares","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,"","no","otros: autónomo","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Salí del mercado laboral","Realicé trabajos de menor responsabilidad ","Es de menor rango ",3,"Sí, creo que necesita alguna mejora.","Excedencia con parte de remuneración y excedencia  mejor vista (no son vacaciones)",3,"Sí, creo que necesita alguna mejora.","Baja maternal/paternal más extensa e igual para ambos.

Mayor incentivo a la empresa para que no le suponga una carga","Necesaría, reparadora, laboralmente negativa","",1973,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
216,"2",2014,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","2","17","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","otros: No he acabado la excedencia ","",6,"Sí, creo que necesita alguna mejora.","",2,"Sí, creo que necesita alguna mejora.","","","",1980,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
217,"2",2014,2015,NA,NA,"otros: Abuelos esporadicamente","si","9 meses","10 meses)(segundo hijo) ","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No nos planteamos esa opción","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",4,"Sí, creo que necesita alguna mejora.","Aumentar la edad del menor a más años",2,"Sí, creo que necesita alguna mejora.","Poder recibir una prestación económica por cuidado de hijo menor
Tener los días en los que el niño esté enfermo, libertad para poder cuidarlo en casa","Libertad para disfrutar de mis hijos
Felicidad de poderlos criar
Vínculo afectivo muy positivo","",1977,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Menos de 15.000 euros ","new"
218,"2",2014,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","12 meses y segundo hijo","","Solo 1 excedencia","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","otros: La otra no podía solicitar excedencia por no tener trabajo fijo","Flexibilidad de horario",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","otros: Hace somi un o",4,"otros: Deberían estar remuneradas","Remunerarla pues se está prestando un servicio de cuidado de uno o varios menores, lo que supone un bien para la sociedad",1,"Sí, creo que necesita alguna mejora.","Mas flecibidad horaria y permidos especiales por enfermedad de hijo menor de 6 años.","Es lo mejor que he podido hacer, me compensa todos los inconvenientes","A mi pareja también le hubiera gustado tenerla",1974,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
219,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","12","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No aplica","Trabajo por objetivos",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Emprendí mi propia actividad","Realicé trabajos de menor responsabilidad ","Los puestos no son comparables",6,"Sí, creo que necesita alguna mejora.","Excedencias para autonomos, y que se repetara el cargo, funciones y especialidad de la persona que pide la excedencia",7,"Sí, creo que necesita alguna mejora.","Horarios flexibles y jornadas libres para padres y madres","Tiempo de calidad y amor familiar, disfrutar de ver crecer a tu hijo, apremdizaje personal","",1979,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","Temporal","Entre 30.001 y 50.000 euros ","new"
